objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
ibp259,ibp000.jpg,The Boise High School archive project,"Miranda, A. J.",2000,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp260,ibp000.jpg,"Adah Star Lites: History of Adah Chapter no. 8, Order of Eastern Star","Morrow, W. S.",1900,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp261,ibp000.jpg,Boise: A city and a service grow up together,Mountain States Telephone and Telegraph Company,1952,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp262,ibp262.jpg,Boise pops: A century of music for the people of Boise,"Neil, J. M., Schorzman, T. A., & Tompkins, T.",2013,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp262.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp262_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp262_th.jpg
ibp263,ibp000.jpg,Overland Hotel register,"Overland Hotel Company, Ltd",1935,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp264,ibp000.jpg,Pioneer days in the Boise Valley,"Painter, H. T.",,undated,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp265,ibp000.jpg,The unwanted desired: Boise's attempt to contain prostitution in the 1970's,"Pitman, A. L.",2006,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp266,ibp000.jpg,History of Boise Idaho South Stake,"Robinson, D. C., Johnson, H. D., & Miller, C. R.",1985,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp267,ibp000.jpg,I'm only a hay seed: Autobiography,"Rodda, D. E.",1999,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp268,ibp000.jpg,"A necessary evil: Prostitutes, patriarchs & profits in Boise City, 1863-1915","Russell, J. A.",1991,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp269,ibp000.jpg,"St. Mary's Church, Boise, Idaho: The first fifty years, 1937-1987",Saint Mary's Church,1987,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp270,ibp000.jpg,"Beyond simple domesticity: Organizing Boise women, 1866-1920","Sermon, S.",1996,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp271,ibp271.jpg,Ethnic landmarks: Ten historic places that define the City of Trees,"Shallat, T. A., & Boise State University",2007,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp271.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp271_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp271_th.jpg
ibp272,ibp000.jpg,"St. Alphonsus Hospital: Boise, Idaho, 1928",Sisters of the Holy Cross,1928,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp273,ibp000.jpg,"Early settlement of the Boise Valley, Idaho","Smith, A., & Cox, A.",1999,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp274,ibp274.jpg,Entertaining strangers: Boise's wartime love affair with the soldiers of Gowen Field,"Smythe, R.",2005,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp274.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp274_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp274_th.jpg
ibp275,ibp000.jpg,"History of Boise City, Idaho","Sorensen, M. G.",1949,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp276,ibp000.jpg,"Souvenir of Boise, Idaho",Faust's Art Store,1901,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp277,ibp000.jpg,"St. Mary's Church: The first 50 years, 1937-1987",St. Mary's Church,1987,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp278,ibp000.jpg,"St. Michael's Cathedral centennial, 1864-1964",St. Michael's Cathedral Chapter,1964,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp279,ibp000.jpg,"St. Stephens story, 1962",St. Stephen's Episcopal Church,1990,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp280,ibp000.jpg,"Music in Boise, Idaho, 1863 to 1890","Stallcop, M. E.",1968,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp281,ibp000.jpg,The history of the Boise Police Department,"Steiner, D., & Paulson, L. A.",1970,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp282,ibp000.jpg,"The history of the Orthodox Jewish community of Boise, Idaho","Stone, J.",1990,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp283,ibp000.jpg,"The story of 75 years in the life of the Second United Presbyterian Church of Boise, Idaho, September 1969","Tate, M. J., & Lapp, C. L.",1969,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp284,ibp000.jpg,So this is Boise at the turn of the century,"Teed, R. R.",,undated,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp285,ibp285.jpg,Boise: 15 historic postcards,"Thomason, F.",2009,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp285.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp285_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp285_th.jpg
ibp286,ibp286.jpg,"A history of Hillcrest Country Club, 1940-2000","Tremayne, R. M.",2000,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp286.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp286_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp286_th.jpg
ibp287,ibp000.jpg,"Boise, 1900-1950","Turner, F.",1950,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp288,ibp000.jpg,"Boise, Idaho: Illustrated, 1895",W.E. Pierce & Co.,1895,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp289,ibp289.jpg,150 Boise icons: To celebrate the city's sesquicentennial,"Webb, A.",2013,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp289.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp289_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp289_th.jpg
ibp290,ibp000.jpg,"My father, John Shaw Welch","Welch, J. S.",2003,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp291,ibp291.jpg,Boise: An illustrated history,"Wells, M. W., Hart, A. A., & Greater Boise Chamber of Commerce",1982,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp291.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp291_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp291_th.jpg
ibp292,ibp000.jpg,"History of the churches of the Northern Deanery of the Diocese of Boise, 1842-1990","Wilhelm, P., & Catholic Church",1990,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp293,ibp000.jpg,Remembering Jean: Reflections on the life and work of Jean B. WIlson,"Wilson, J. B., & Minskoff, A.",2004,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp294,ibp294.jpg,History along the Greenbelt: An Idaho centennial project of the Ada County Centennial Committee,"Witherell, J., & Ada County Centennial Committee",1990,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp294.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp294_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp294_th.jpg
ibp295,ibp000.jpg,"The Dahlbergs in Idaho: A tribute to my grandparents, Victor and Anna Dahlberg : as well as a record of the family stories","Worbois, D.",2003,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp296,ibp296.png,"Glad to be in hot water: Geothermal development in Boise, Idaho, 1890-1983","Worbois, D. M.",1982,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp296.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp296_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp296_th.jpg
ibp297,ibp297.jpg,Temple of liberty: Boise High School defines a frontier town,"Worbois, D. M.",2005,,Boise,Ada County,43.615,-116.2023,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp297.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp297_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp297_th.jpg
ibp298,ibp298.jpg,Council Valley: Here they labored,"Diffendaffer, M. L. M.",1977,,Council,Adams County,44.7299,-116.4382,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp298.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp298_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp298_th.jpg
ibp299,ibp299.jpg,"Landmarks: A general history of the Council, Idaho area","Fisk, D.",2001,,Council,Adams County,44.7299,-116.4382,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp299.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp299_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp299_th.jpg
ibp300,ibp000.jpg,There was a Council Tree: A short early history of Council Valley,"Swarts, O. D.",1976,,Council,Adams County,44.7299,-116.4382,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp301,ibp301.jpg,Brundage mountain: Best snow in Idaho,"Chandler, E. B.",2012,,Brundage Mountain,Adams County,45.0054,-116.1544,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp301.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp301_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp301_th.jpg
ibp302,ibp000.jpg,Brundage Mountain ski resort,"Mallory, S.",1984,,Brundage Mountain,Adams County,45.0054,-116.1544,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp303,ibp000.jpg,"Brundage Mountain Ski Lodge and Convention Center, McCall, Idaho","Platou, P. S.",1970,,Brundage Mountain,Adams County,45.0054,-116.1544,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp304,ibp000.jpg,Brundage Mountain resort area,"Price, J.",1980,,Brundage Mountain,Adams County,45.0054,-116.1544,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp305,ibp305.jpg,I will fight no more forever: Chief Joseph and the Nez Perce War,"Beal, M. D.",1963,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp305.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp305_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp305_th.jpg
ibp306,ibp306.jpg,Horsemen of the western plateaus: The Nez Perce Indians,"Bleeker, S., & Boodell, P.",1957,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp306.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp306_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp306_th.jpg
ibp307,ibp307.jpg,The flight of the Nez Perce,"Brown, M. H.",1967,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp307.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp307_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp307_th.jpg
ibp308,ibp000.jpg,Nez Perce Indians: Aboriginal territory of the Nez Perce Indians,"Chalfant, S. A., Ray, V. F., & United States",1974,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp309,ibp309.jpg,Voice of the Old Wolf: Lucullus Virgil McWhorter and the Nez Perce Indian,"Evans, S. R.",1996,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp309.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp309_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp309_th.jpg
ibp310,ibp310.jpg,The Nez Perce Indians and the opening of the Northwest,"Josephy, A. M.",1965,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp310.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp310_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp310_th.jpg
ibp311,ibp000.jpg,The Nez Perce,"King, D. C.",2008,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp312,ibp312.jpg,Let me be free: The Nez Perce tragedy,"Lavender, D.",1992,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp312.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp312_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp312_th.jpg
ibp313,ibp313.jpg,The Nez Perce,"Osinski, A.",1988,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp313.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp313_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp313_th.jpg
ibp314,ibp314.jpg,The Nez Perce Indians,"Rifkin, M.",1994,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp314.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp314_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp314_th.jpg
ibp315,ibp315.jpg,The Nez Perce,"Sneve, V. D. H., & Himler, R.",1994,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp315.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp315_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp315_th.jpg
ibp316,ibp316.jpg,Nez Perce,"Stout, M.",2003,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp316.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp316_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp316_th.jpg
ibp317,ibp317.jpg,The Nez Perce,"Trafzer, C. E.",1992,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp317.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp317_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp317_th.jpg
ibp318,ibp318.jpg,The last Indian war: The Nez Perce story,"West, E.",2009,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp318.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp318_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp318_th.jpg
ibp319,ibp319.jpg,"Lay the mountains low: The flight of the Nez Perce from Idaho and the Battle of the Big Hole, August 9-10, 1877","Johnston, T. C.",2000,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp319.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp319_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp319_th.jpg
ibp320,ibp320.jpg,Nez Perce oral narratives,"Aoki, H., & Walker, D. E.",1989,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp320.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp320_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp320_th.jpg
ibp321,ibp321.jpg,"The allotment plot: Alice C. Fletcher, E. Jane Gay, and Nez Perce survivance","Tonkovich, N.",2012,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp321.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp321_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp321_th.jpg
ibp322,ibp322.jpg,Selling your father's bones: America's 140-year war against the Nez Perce Tribe,"Schofield, B.",2009,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp322.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp322_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp322_th.jpg
ibp323,ibp323.jpg,"River of No Return (The great Salmon River of Idaho): A century of central Idaho and eastern Washington history and development together with the wars, customs, myths, and legends of the Nez Perce","Bailey, R. G.",1948,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp323.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp323_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp323_th.jpg
ibp324,ibp324.jpg,The Nez Perce nation divided: Firsthand accounts of events leading to the 1863 treaty,"Baird, D. W., Mallickan, D., & Swagerty, W. R.",2002,,Nez Perce,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp324.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp324_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp324_th.jpg
ibp325,ibp325.jpg,"Wiya?x?ayx?t/Wiya?akaa?awn =: As days go by : our history, our land, and our people--the Cayuse, Umatilla, and Walla Walla","Karson, J., Confederated Tribes of the Umatilla Reservation, Oregon., & Tama?stslikt Cultural Institute",2006,,Umatilla,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp325.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp325_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp325_th.jpg
ibp326,ibp000.jpg,"Picturing the Cayuse, Walla Walla, and Umatilla Tribes","Moorhouse, L., University of Oregon., & Tama?stslikt Cultural Institute",2003,,Umatilla,Adams County,44.9883,-116.4916,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp327,ibp327.jpg,Feathers in the wind: A family history about the descendants of Thomas LaVatta and Tilford Kutch,"Beatty, P. K.",2002,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp327.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp327_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp327_th.jpg
ibp328,ibp000.jpg,"The ""annoying question of water"": Trust-fund violations and federal mismanagement of the Fort Hall Indian Reservation, 1891-1928","Canfield, A. E.",2008,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp329,ibp329.jpg,History and culture of the Boise Shoshone and Bannock Indians,"Edmo, W. D.",2010,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp329.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp329_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp329_th.jpg
ibp330,ibp000.jpg,"The Pocatello land rush of 1902 and the Fort Hall Indian reservation: A study of allotment, ""surplus lands,"" and trust-fund violations, 1867-1907","Harrington, A. E.",2004,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp331,ibp000.jpg,"Power and identity: The emergence of a Shoshone-Bannock community at Fort Hall, 1867-1939","Heaton, J. W.",1999,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp332,ibp332.jpg,"The Shoshone-Bannocks: Culture & commerce at Fort Hall, 1870-1940","Heaton, J. W.",2005,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp332.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp332_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp332_th.jpg
ibp333,ibp333.jpg,The Northern Shoshoni,"Madsen, B. D.",2000,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp333.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp333_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp333_th.jpg
ibp334,ibp000.jpg,"Returning to the river of no return: The Lemhi Shoshone and the Salmon River country, Idaho","Mann, J. W. W.",2001,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp335,ibp000.jpg,The Fort Hall Indian reservation: History and establishment of the reservation,unknown,1976,,Fort Hall Indians,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp336,ibp000.jpg,Thunder in the mountains,"Cornell, B.",2009,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp337,ibp337.jpg,History of Washington County and Adams County,"Harris, F.",1940,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp337.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp337_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp337_th.jpg
ibp338,ibp338.jpg,Salute to pioneers of Washington and Adams counties,"Marti, E.",1984,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp338.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp338_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp338_th.jpg
ibp339,ibp000.jpg,Snake River savages: Pioneer families,"Marti, E.",1986,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp340,ibp340.jpg,Copper Lodge in Hells Canyon: A memoir,"Petri, A.",1991,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp340.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp340_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp340_th.jpg
ibp341,ibp341.jpg,A guide to the Indian tribes of the Pacific Northwest,"Ruby, R. H., Brown, J. A., Collins, C. C., Kinkade, M. D., & O'Neill, S.",2010,,Miscellaneous,Adams County,43.0332,-112.4383,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp341.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp341_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp341_th.jpg
ibp342,ibp342.jpg,"History of the Peacock Mine, Adams County, Idaho","Mitchell, V. E.",1997,,Mines,Adams County,45.1663,-116.6488,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp342.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp342_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp342_th.jpg
